5	10	0	1
5	15	0	1
5	20	0	3
5	20	0	5
5	20	0	5
5	20	0	6
5	20	0	7
5	20	0	8
5	20	0	8
5	19	1	9
5	19	1	10
5	19	1	10
5	19	1	10
5	19	1	11
5	19	1	12
5	19	1	12
5	19	1	13
5	19	1	13
5	19	1	13
5	19	1	14
5	19	1	14
5	19	1	14
5	19	1	14
5	19	1	14
5	19	1	14
5	19	1	17
5	19	1	18
5	19	1	18
5	19	1	18
6	20	0	18
6	20	0	17
6	21	0	17
6	21	0	17
6	21	0	17
6	21	0	17
6	21	0	18
6	21	0	18
6	21	0	18
6	21	0	18
6	21	0	19
6	21	0	20
6	21	0	20
6	21	0	20
6	21	0	20
6	21	0	21
6	21	0	21
6	21	0	21
6	21	0	21
6	21	0	22
6	21	0	22
6	21	0	22
6	20	0	23
6	16	0	24
6	16	0	24
6	16	0	25
6	16	0	25
6	16	0	25
6	16	0	25
6	16	0	26
6	15	1	26
6	15	1	26
6	15	1	28
6	15	1	28
6	15	1	29
6	15	1	29
6	15	1	29
6	15	1	29
6	15	1	29
6	16	1	29
6	16	1	29
6	16	1	28
6	16	1	28
6	17	1	28
6	17	1	29
6	17	1	30
6	17	1	30
6	17	1	31
6	17	1	31
6	17	1	30
7	17	0	30
7	17	0	30
7	18	0	30
7	18	0	30
7	18	0	30
7	18	0	30
7	18	0	32
7	18	0	32
7	18	0	32
7	18	0	32
7	18	0	32
7	18	0	32
7	18	0	32
7	18	0	33
7	17	1	33
7	17	1	34
7	17	1	34
7	17	1	33
7	18	1	33
7	18	1	33
7	18	1	33
7	16	1	33
7	15	1	34
7	13	1	35
7	13	1	35
7	13	1	37
7	13	1	39
7	13	1	39
7	13	1	39
7	13	1	40
7	13	1	40
7	13	1	41
7	13	1	41
7	13	1	41
8	14	0	41
8	13	1	41
8	13	1	41
8	13	1	41
8	13	1	42
8	13	1	42
8	13	1	42
8	13	1	44
8	13	1	44
8	13	1	46
8	13	1	47
8	13	1	48
8	13	1	48
8	13	1	49
8	13	1	49
7	12	1	49
7	11	1	49
7	11	1	49
7	11	1	49
7	11	1	49
7	11	1	50
8	12	0	50
8	11	1	49
8	12	1	49
8	12	1	49
8	12	1	49
8	12	1	49
8	12	1	50
8	12	1	50
8	12	1	51
8	12	1	51
8	12	1	51
8	12	1	54
8	12	1	54
8	12	1	54
8	12	1	55
6	11	1	55
6	9	1	55
6	8	1	55
6	8	1	57
6	8	1	58
6	8	1	57
7	10	0	58
7	10	0	58
7	10	0	59
7	10	0	58
7	11	0	58
7	11	0	58
8	13	0	58
7	13	0	58
7	14	0	58
7	14	0	60
7	14	0	60
7	14	0	60
7	14	0	61
7	14	0	61
7	14	0	60
7	14	0	58
7	14	0	59
7	15	0	60
7	16	0	61
7	16	0	61
7	17	0	62
7	17	0	64
7	17	0	64
6	15	1	64
6	15	1	64
6	13	3	65
6	13	3	67
6	13	3	69
6	13	3	70
6	13	3	70
6	12	3	72
6	12	3	72
6	12	3	72
6	12	3	72
7	14	3	74
7	15	3	74
7	16	3	74
8	18	3	74
8	20	3	74
8	21	3	73
8	21	3	73
8	21	3	73
8	21	3	73
8	18	6	73
8	19	6	74
9	18	4	73
9	18	4	74
9	15	7	74
9	16	7	74
9	16	7	74
9	15	7	74
9	15	7	74
9	15	7	74
9	15	7	74
9	15	7	74
9	15	7	74
9	14	7	75
9	14	7	75
8	13	7	76
8	14	7	77
8	14	7	77
8	14	6	76
8	15	6	76
9	16	5	76
9	16	5	76
9	17	5	77
9	17	5	78
10	19	3	78
10	19	3	79
10	19	3	79
10	19	3	80
11	21	3	80
11	22	3	80
11	23	3	81
11	23	3	81
11	23	3	81
11	23	3	82
11	23	3	82
11	23	3	83
11	23	3	83
11	24	3	83
11	23	4	83
11	22	4	83
11	22	4	83
11	21	4	83
11	21	4	84
11	21	4	84
11	21	4	84
11	21	4	84
11	21	4	84
11	21	4	85
11	21	4	86
11	20	5	86
11	20	5	85
9	18	5	86
9	16	5	86
9	16	5	86
9	17	5	85
9	17	5	86
9	18	5	86
9	18	5	86
10	18	4	87
10	18	4	87
10	18	4	87
10	18	4	87
9	17	4	87
9	18	4	87
9	17	5	87
9	17	5	86
9	17	5	85
9	19	5	85
9	19	5	84
9	19	4	83
9	20	4	83
9	20	4	84
9	21	4	84
9	19	6	84
9	19	6	84
9	18	6	85
9	18	6	85
9	18	6	85
9	18	6	85
9	16	8	85
8	14	9	85
8	14	9	87
8	14	9	87
8	15	9	87
9	16	8	87
9	16	8	87
9	16	8	87
9	16	8	87
9	15	8	87
9	15	8	87
8	14	8	87
8	14	8	87
8	14	8	86
9	16	6	86
9	17	6	86
9	17	6	87
9	17	6	88
9	17	6	88
9	17	6	89
10	19	4	89
10	18	5	89
8	16	5	89
8	16	5	90
8	16	5	90
8	16	5	90
8	16	5	90
8	16	5	90
8	15	5	90
8	15	5	92
8	14	5	92
8	14	5	92
8	14	5	92
